Age,Course,Gender,CGPA,Sleep_Quality,Physical_Activity,Diet_Quality,Social_Support,Substance_Use,Financial_Stress,Emotional_Distress,Mental_Health
22.0,0,1,3.95,1,2,0,0,2,3.0,3.0,1
30.0,3,0,3.42,2,1,2,0,1,4.0,4.0,0
22.0,1,0,2.99,0,1,0,2,1,5.0,3.0,0
24.0,3,0,3.62,1,1,0,0,1,2.0,2.0,0
19.0,3,0,3.7,1,2,0,0,1,4.0,3.0,1
23.0,3,1,3.71,0,0,1,2,1,1.0,3.0,0
19.0,3,0,2.8,0,1,1,1,1,2.0,3.0,1
18.0,3,0,3.5,0,2,1,2,1,4.0,3.0,0
20.0,0,0,2.9,1,2,0,2,2,2.0,5.0,1
26.0,0,0,4.0,0,2,0,2,1,3.0,1.0,1
31.0,4,1,3.06,0,0,2,0,1,4.0,4.0,0
21.0,3,1,3.23,1,2,1,2,1,3.0,3.0,0
21.0,1,1,3.74,0,2,1,1,1,2.0,1.0,1
21.0,1,1,3.35,1,2,2,2,1,5.0,3.0,1
22.0,5,0,3.14,1,0,1,2,1,5.0,2.0,0
24.0,1,1,3.35,0,1,2,1,1,2.0,4.0,0
24.0,4,0,3.77,1,0,1,0,1,2.0,3.0,1
18.0,2,0,3.29,1,2,1,0,1,3.0,2.0,0
21.0,4,0,3.8,1,0,0,2,1,4.0,2.0,1
29.0,2,0,3.29,0,2,0,1,1,5.0,3.0,1
24.0,4,1,3.44,1,2,0,1,1,2.0,2.0,0
18.0,5,1,3.66,1,2,1,1,1,2.0,2.0,0
21.0,1,1,3.4,0,2,0,0,0,2.0,4.0,0
27.0,3,1,3.5,1,2,0,2,1,1.0,2.0,0
19.0,4,1,3.69,1,2,1,1,1,2.0,3.0,0
19.0,2,1,3.81,1,2,0,2,1,4.0,1.0,1
25.0,2,0,3.66,1,2,0,2,1,2.0,3.0,1
22.0,3,1,3.26,1,0,0,2,1,4.0,2.0,0
20.0,3,1,3.28,1,2,0,0,1,2.0,3.0,0
18.0,5,1,3.64,1,0,0,2,1,3.0,2.0,0
27.0,3,1,3.38,1,0,0,1,1,2.0,3.0,1
26.0,3,1,3.7,0,1,1,2,1,2.0,3.0,0
19.0,1,0,4.0,1,0,2,2,1,1.0,3.0,0
18.0,2,1,3.33,1,2,1,2,1,2.0,3.0,1
20.0,4,1,3.46,1,1,0,0,1,4.0,3.0,1
20.0,0,1,3.46,2,1,0,1,1,3.0,2.0,0
19.0,0,1,3.19,0,2,0,2,1,1.0,3.0,0
22.0,4,0,3.37,1,1,0,1,1,3.0,4.0,0
21.0,0,1,3.8,0,0,1,2,1,4.0,4.0,1
18.0,0,1,3.66,2,1,1,0,2,3.0,3.0,0
22.0,2,1,2.86,0,2,1,2,1,3.0,2.0,0
22.0,4,1,2.85,1,0,0,2,1,2.0,3.0,0
23.0,3,1,3.18,1,0,1,1,1,3.0,2.0,1
24.0,0,1,3.35,1,1,1,2,1,1.0,3.0,1
27.0,3,1,3.72,0,2,0,2,1,1.0,3.0,0
21.0,5,1,3.39,0,2,1,2,1,2.0,2.0,0
19.0,3,0,3.88,0,1,2,1,1,1.0,3.0,1
23.0,5,0,3.51,0,2,0,1,2,4.0,3.0,1
19.0,4,0,3.44,0,1,0,0,1,1.0,3.0,1
27.0,4,0,3.76,0,0,0,2,1,3.0,4.0,1
24.0,1,1,3.97,0,2,2,2,1,5.0,2.0,1
22.0,0,0,3.68,0,1,0,2,1,5.0,2.0,1
19.0,1,0,3.33,1,2,0,2,1,1.0,4.0,1
25.0,4,1,3.72,0,2,0,1,1,1.0,2.0,1
18.0,2,0,3.45,1,2,0,1,1,1.0,2.0,1
30.0,4,0,3.74,1,1,1,0,2,4.0,3.0,0
20.0,3,0,3.27,2,0,1,2,1,3.0,2.0,0
28.0,4,0,3.36,1,0,0,1,0,3.0,4.0,0
23.0,1,1,3.42,1,2,0,2,1,3.0,3.0,1
19.0,4,1,3.29,1,1,0,1,1,4.0,3.0,0
23.0,0,0,3.98,0,2,0,2,1,2.0,2.0,1
23.0,1,1,3.35,0,1,1,0,1,2.0,3.0,1
31.0,2,0,3.67,0,1,2,2,1,3.0,3.0,0
19.0,4,1,4.0,1,1,0,0,1,1.0,3.0,1
21.0,4,1,3.34,0,2,0,1,2,4.0,3.0,0
21.0,3,0,3.5,1,2,0,2,1,4.0,3.0,0
23.0,2,1,3.38,0,2,0,2,1,2.0,2.0,0
25.0,4,1,3.62,1,2,0,0,2,2.0,4.0,1
24.0,3,1,3.02,1,2,0,2,1,1.0,2.0,0
32.0,4,1,4.0,1,1,0,1,1,1.0,4.0,1
25.0,2,0,3.54,0,1,0,2,1,2.0,2.0,0
33.0,3,0,3.81,1,1,1,2,1,2.0,2.0,0
29.0,1,1,3.48,1,1,1,2,1,5.0,3.0,0
25.0,4,0,3.06,1,0,2,2,1,2.0,3.0,1
20.0,3,1,3.81,2,1,2,2,1,1.0,3.0,1
19.0,1,1,3.22,1,2,1,1,1,2.0,3.0,1
22.0,4,1,3.34,1,2,1,2,1,3.0,3.0,0
24.0,3,0,3.65,0,2,0,1,1,2.0,4.0,0
23.0,3,1,3.59,1,0,0,0,1,2.0,2.0,1
21.0,2,1,4.0,0,2,0,2,1,1.0,2.0,1
20.0,1,0,3.56,2,1,0,0,1,1.0,3.0,1
19.0,4,0,3.87,2,2,2,2,1,2.0,3.0,1
18.0,5,1,3.5,1,0,2,1,1,5.0,4.0,1
21.0,0,0,2.9,1,2,0,2,1,2.0,2.0,1
25.0,1,1,3.82,2,2,1,2,1,2.0,2.0,0
24.0,2,0,3.66,1,0,0,2,2,3.0,2.0,1
20.0,1,1,3.67,0,0,1,1,1,3.0,3.0,0
22.0,4,1,3.29,0,1,2,1,1,2.0,4.0,0
31.0,5,0,3.33,2,2,0,2,1,3.0,2.0,1
18.0,3,1,3.68,1,1,2,2,1,5.0,2.0,1
24.0,0,0,3.68,1,0,0,2,1,2.0,3.0,0
25.0,3,0,3.28,1,2,0,2,1,2.0,3.0,1
26.0,0,1,3.47,2,2,0,2,1,2.0,1.0,1
18.0,4,1,3.44,1,2,0,0,1,2.0,3.0,0
23.0,2,1,3.45,1,2,0,1,2,1.0,2.0,0
22.0,4,0,3.02,2,1,0,2,0,1.0,3.0,0
23.0,1,1,3.79,2,2,2,2,1,5.0,4.0,1
19.0,4,0,3.92,0,0,1,2,2,4.0,3.0,0
20.0,1,0,3.51,0,0,0,1,1,2.0,4.0,1
27.0,3,0,3.63,1,1,2,1,1,4.0,3.0,0
18.0,3,0,3.21,1,1,2,0,1,2.0,3.0,0
24.0,3,0,3.12,1,2,2,2,2,3.0,2.0,0
22.0,0,1,3.57,1,2,0,2,1,1.0,1.0,1
25.0,4,1,3.54,0,2,0,1,1,5.0,4.0,1
21.0,1,1,3.46,2,1,0,0,1,2.0,2.0,0
27.0,1,0,3.58,2,2,0,2,1,1.0,2.0,0
28.0,3,1,3.5,1,2,0,2,1,4.0,2.0,0
32.0,4,0,3.5,1,2,0,0,1,1.0,3.0,1
20.0,2,0,3.22,2,0,0,0,1,2.0,3.0,0
23.0,1,0,3.67,1,0,0,0,1,2.0,3.0,1
25.0,5,1,3.45,0,2,0,0,1,4.0,2.0,0
27.0,5,0,3.76,1,2,1,2,1,1.0,4.0,0
25.0,1,1,2.89,1,0,0,2,1,5.0,3.0,0
27.0,4,0,3.69,1,2,0,2,1,3.0,3.0,0
32.0,0,0,3.61,0,2,2,0,1,1.0,2.0,0
21.0,3,1,3.03,0,1,2,2,1,2.0,3.0,0
19.0,1,0,3.4,1,0,0,2,1,4.0,2.0,1
21.0,2,1,3.59,2,1,0,0,1,2.0,3.0,0
25.0,0,0,3.32,1,1,0,2,1,3.0,2.0,1
21.0,3,0,3.13,2,0,0,2,1,4.0,3.0,0
21.0,3,1,3.63,0,2,0,1,1,5.0,2.0,0
20.0,4,1,3.68,0,1,1,1,2,5.0,3.0,1
27.0,1,0,4.0,0,0,1,2,1,5.0,4.0,0
22.0,1,0,3.2,1,2,0,2,1,2.0,3.0,1
22.0,4,0,3.04,0,2,2,2,1,2.0,2.0,1
18.0,4,1,3.83,1,1,0,1,1,5.0,2.0,0
25.0,3,0,3.32,1,2,0,2,1,3.0,3.0,1
22.0,2,1,4.0,0,2,0,1,1,5.0,2.0,1
22.0,0,1,2.95,1,0,2,0,2,2.0,2.0,0
21.0,4,0,3.81,1,2,0,0,1,1.0,3.0,1
22.0,4,0,4.0,0,2,2,2,1,2.0,3.0,0
27.0,2,0,3.31,0,0,1,2,1,2.0,2.0,0
19.0,5,1,3.58,1,2,2,1,1,5.0,2.0,0
20.0,2,0,4.0,1,1,0,0,1,4.0,3.0,0
22.0,1,1,3.37,1,0,0,2,2,4.0,2.0,1
18.0,2,0,3.63,0,2,0,1,1,3.0,2.0,0
27.0,5,1,3.85,1,2,2,0,1,1.0,4.0,0
20.0,1,1,3.57,1,2,1,0,1,3.0,4.0,1
32.0,3,0,3.28,1,2,0,1,1,2.0,3.0,0
21.0,4,0,3.57,0,2,2,2,1,3.0,3.0,0
21.0,3,0,3.0,0,0,2,2,1,2.0,3.0,1
30.0,4,1,2.94,0,2,0,1,1,3.0,3.0,1
23.0,1,1,3.5,1,2,0,0,1,2.0,2.0,1
24.0,4,1,3.55,1,2,2,2,1,5.0,2.0,1
19.0,2,0,3.6,1,1,1,2,1,2.0,2.0,1
25.0,2,1,3.49,1,0,0,2,1,2.0,3.0,1
27.0,4,0,3.95,0,2,0,0,1,3.0,3.0,0
24.0,5,1,3.7,1,0,1,1,1,2.0,2.0,1
23.0,3,1,3.26,0,2,1,0,0,4.0,4.0,1
19.0,1,0,3.25,1,2,0,0,1,3.0,3.0,1
21.0,4,1,3.42,2,2,2,2,1,1.0,3.0,0
18.0,4,1,3.37,1,0,0,2,1,3.0,4.0,0
21.0,4,0,3.5,0,2,1,2,1,5.0,3.0,1
30.0,2,0,3.67,1,1,0,1,1,5.0,2.0,1
21.0,5,1,3.27,1,2,1,1,1,3.0,2.0,1
24.0,2,1,3.61,2,0,0,2,1,2.0,2.0,0
18.0,4,0,3.02,0,0,1,0,1,2.0,4.0,0
19.0,4,0,3.93,1,2,0,2,1,1.0,4.0,1
28.0,2,0,3.45,1,0,0,2,1,5.0,2.0,0
25.0,1,0,3.28,1,0,0,0,1,2.0,2.0,1
18.0,3,1,3.35,1,2,0,1,1,1.0,3.0,0
18.0,4,1,3.44,0,2,0,0,1,5.0,3.0,0
21.0,3,0,3.36,0,1,0,2,1,5.0,3.0,1
23.0,5,0,3.24,1,2,0,2,1,3.0,3.0,1
26.0,5,1,3.37,0,2,0,0,1,5.0,3.0,1
27.0,4,0,3.84,1,2,0,2,1,3.0,4.0,1
20.0,2,1,3.16,0,2,0,1,1,3.0,2.0,0
22.0,3,0,3.62,0,2,0,2,1,2.0,4.0,0
32.0,2,0,3.91,0,2,0,1,1,5.0,2.0,0
30.0,4,1,4.0,1,1,0,2,0,4.0,4.0,1
20.0,4,0,3.32,0,0,0,0,1,2.0,3.0,0
26.0,5,1,3.85,1,2,1,2,1,4.0,3.0,1
18.0,4,0,3.63,0,1,1,2,1,2.0,3.0,0
23.0,4,1,3.17,0,2,0,2,1,2.0,2.0,1
19.0,5,0,3.93,1,2,2,0,1,3.0,3.0,1
19.0,3,1,3.31,2,2,0,1,1,5.0,1.0,0
27.0,4,1,3.61,1,0,0,2,1,2.0,4.0,1
21.0,1,1,3.74,0,2,0,1,1,1.0,3.0,1
23.0,1,1,3.1,1,1,0,0,1,1.0,3.0,0
25.0,2,1,3.44,2,2,0,0,1,1.0,3.0,1
21.0,1,0,3.76,2,1,0,1,1,3.0,4.0,1
22.0,3,1,3.03,1,2,1,2,1,1.0,2.0,1
18.0,4,0,3.47,2,1,1,2,1,2.0,4.0,0
21.0,2,1,3.17,1,1,0,2,1,3.0,2.0,0
19.0,4,0,4.0,1,2,2,1,1,5.0,3.0,1
22.0,1,1,3.37,0,0,0,0,1,2.0,3.0,0
25.0,4,0,3.66,1,0,0,2,1,2.0,5.0,1
20.0,5,0,4.0,0,1,0,2,1,5.0,2.0,1
21.0,3,1,3.4,1,1,0,1,1,3.0,4.0,1
30.0,2,1,3.44,1,2,0,1,1,1.0,2.0,1
24.0,4,1,3.23,0,2,2,0,1,2.0,4.0,1
25.0,5,0,3.94,1,0,0,1,1,2.0,2.0,0
19.0,4,1,3.7,0,1,2,1,0,5.0,3.0,1
26.0,0,1,3.23,1,1,0,0,2,2.0,2.0,0
25.0,3,0,3.29,2,2,1,1,1,2.0,3.0,0
18.0,0,0,3.35,0,2,0,2,1,2.0,2.0,1
18.0,0,1,4.0,0,2,0,2,1,4.0,2.0,1
21.0,4,1,3.81,0,2,1,2,1,1.0,2.0,0
26.0,4,0,3.43,1,2,2,2,1,2.0,3.0,0
19.0,5,0,3.5,2,2,0,1,1,4.0,1.0,0
19.0,4,0,3.5,1,2,1,0,1,2.0,2.0,1
24.0,2,0,4.0,0,2,1,0,1,2.0,3.0,0
22.0,5,0,3.49,0,0,2,0,1,1.0,2.0,1
26.0,5,0,3.89,0,1,0,2,0,1.0,2.0,1
30.0,3,1,3.33,2,1,0,0,1,2.0,2.0,1
24.0,4,1,3.31,1,2,0,2,1,5.0,3.0,0
24.0,4,1,2.9,1,1,0,2,0,1.0,3.0,1
28.0,1,0,3.19,1,2,0,0,1,2.0,3.0,1
23.0,4,1,3.21,0,2,0,0,1,1.0,2.0,1
25.0,3,1,3.7,1,1,0,1,1,2.0,3.0,1
23.0,4,0,4.0,0,0,0,2,1,2.0,4.0,1
26.0,3,0,3.56,1,0,1,2,1,3.0,2.0,0
18.0,4,1,3.47,1,1,0,2,2,4.0,3.0,1
19.0,2,1,4.0,2,2,1,0,1,1.0,2.0,1
24.0,0,1,3.44,2,0,0,2,1,5.0,2.0,0
26.0,4,1,4.0,1,1,1,0,1,3.0,4.0,1
27.0,2,0,3.43,1,0,0,0,1,2.0,1.0,0
26.0,4,1,3.56,1,0,2,0,1,5.0,3.0,1
20.0,3,0,3.39,1,0,2,2,2,3.0,2.0,0
22.0,2,1,3.83,2,1,0,1,2,1.0,2.0,0
21.0,0,0,3.43,1,2,2,1,1,5.0,2.0,1
21.0,4,1,3.25,0,0,2,0,1,3.0,2.0,1
19.0,4,1,3.07,0,2,0,0,1,3.0,3.0,1
27.0,4,0,3.43,2,1,1,1,1,3.0,2.0,0
23.0,3,1,3.82,0,0,2,2,1,5.0,3.0,0
25.0,4,0,3.59,1,2,1,1,1,5.0,3.0,0
22.0,5,1,3.84,1,1,0,2,1,3.0,1.0,1
29.0,4,1,4.0,2,2,0,2,1,3.0,2.0,0
21.0,2,1,3.24,1,2,1,1,1,3.0,4.0,0
21.0,2,0,3.12,0,0,0,0,1,4.0,2.0,1
28.0,3,0,3.43,0,1,0,2,1,1.0,3.0,0
21.0,2,1,3.08,1,1,0,2,1,4.0,2.0,0
19.0,4,1,3.62,0,1,0,2,1,1.0,3.0,1
18.0,2,0,3.61,2,1,1,1,1,2.0,3.0,0
31.0,4,1,3.37,0,0,0,0,1,2.0,3.0,1
19.0,4,0,3.85,0,2,2,2,0,2.0,3.0,1
24.0,0,0,2.94,1,2,0,2,1,5.0,1.0,1
29.0,4,0,3.39,0,1,2,0,1,2.0,3.0,1
18.0,2,1,3.92,0,2,1,0,1,2.0,2.0,1
30.0,4,0,3.63,1,2,0,2,1,1.0,3.0,0
28.0,1,0,3.87,0,2,1,2,2,4.0,3.0,0
24.0,0,0,3.52,1,0,0,2,1,5.0,1.0,1
24.0,4,1,3.87,1,1,1,2,1,3.0,4.0,1
27.0,3,0,3.71,0,2,1,2,1,1.0,3.0,0
20.0,4,0,3.56,1,0,0,2,1,5.0,2.0,1
25.0,1,1,3.47,1,2,0,2,0,2.0,3.0,1
23.0,3,0,3.5,1,1,1,0,1,2.0,2.0,1
21.0,1,0,3.47,1,1,1,2,0,5.0,2.0,0
19.0,4,1,3.11,1,1,0,2,1,2.0,4.0,0
29.0,4,0,3.59,2,0,1,2,1,2.0,4.0,1
25.0,5,1,3.33,1,0,1,2,1,5.0,1.0,1
19.0,2,0,3.53,2,0,0,2,0,2.0,2.0,0
18.0,2,0,3.36,0,1,2,0,1,5.0,2.0,0
20.0,4,0,3.56,0,1,2,2,1,5.0,3.0,1
27.0,1,1,3.25,0,0,1,2,1,1.0,2.0,1
20.0,1,0,3.42,0,2,1,0,2,3.0,3.0,0
19.0,4,1,3.34,1,0,0,0,1,3.0,2.0,0
19.0,5,0,3.62,0,2,0,1,1,2.0,3.0,0
24.0,3,0,4.0,1,1,0,0,1,2.0,3.0,1
19.0,5,1,3.46,1,2,2,2,2,1.0,3.0,0
23.0,5,0,4.0,2,2,0,1,1,3.0,3.0,1
18.0,4,1,3.13,1,0,1,0,1,2.0,4.0,0
31.0,4,1,3.45,1,2,0,2,1,1.0,3.0,0
21.0,2,1,2.85,1,2,2,1,1,1.0,2.0,0
22.0,4,0,3.22,0,2,0,0,1,4.0,3.0,0
27.0,5,0,3.12,0,2,0,0,1,5.0,3.0,1
22.0,3,1,3.52,0,2,0,2,1,4.0,3.0,1
24.0,4,0,3.86,0,2,0,2,2,4.0,3.0,0
20.0,5,0,3.87,0,2,2,2,1,2.0,2.0,1
25.0,4,1,3.73,0,0,0,2,1,2.0,3.0,0
23.0,3,0,3.09,1,2,1,2,1,1.0,3.0,0
19.0,4,0,4.0,2,0,2,2,1,1.0,3.0,0
30.0,5,1,3.28,1,1,0,0,2,5.0,2.0,0
23.0,4,1,3.61,0,2,0,2,1,3.0,2.0,1
24.0,2,1,3.32,0,2,0,2,1,4.0,3.0,0
26.0,4,1,3.39,0,0,0,0,1,3.0,3.0,0
25.0,1,1,3.51,0,2,0,2,1,2.0,3.0,1
18.0,4,0,3.6,1,1,0,1,1,2.0,3.0,0
23.0,4,1,3.96,2,2,1,2,1,3.0,3.0,0
23.0,3,0,3.44,0,2,2,2,1,2.0,2.0,0
19.0,0,1,4.0,0,1,0,2,1,2.0,3.0,1
22.0,2,1,3.45,0,2,1,0,1,2.0,1.0,0
21.0,4,0,3.19,1,1,0,0,1,2.0,3.0,1
31.0,2,1,3.23,1,2,2,2,1,1.0,1.0,0
19.0,2,1,3.45,0,2,0,2,1,4.0,2.0,0
20.0,1,1,3.52,2,0,2,0,1,5.0,3.0,1
26.0,3,0,3.22,1,1,1,1,1,4.0,4.0,0
24.0,0,1,3.8,0,2,0,2,1,2.0,1.0,0
23.0,4,1,2.98,0,1,2,2,1,4.0,2.0,1
18.0,3,0,3.67,1,1,2,2,1,2.0,1.0,1
24.0,4,1,3.68,1,1,0,0,1,2.0,4.0,1
18.0,0,1,2.99,1,1,0,2,1,2.0,2.0,1
25.0,4,1,3.61,0,2,0,0,1,5.0,3.0,1
30.0,2,1,3.25,2,0,0,2,0,2.0,3.0,0
27.0,2,0,3.72,0,1,0,1,1,1.0,4.0,1
20.0,4,1,3.62,1,1,1,0,1,5.0,2.0,0
33.0,4,1,3.78,2,2,1,2,1,1.0,3.0,0
25.0,1,0,3.44,0,2,0,2,1,2.0,3.0,0
23.0,3,0,3.92,0,1,0,2,1,1.0,3.0,1
28.0,4,1,3.28,2,0,0,2,1,4.0,2.0,1
21.0,0,0,4.0,1,2,2,0,1,3.0,2.0,0
26.0,4,1,4.0,1,2,2,0,1,1.0,4.0,1
18.0,1,0,2.81,2,0,2,2,1,2.0,3.0,1
28.0,3,1,3.01,2,2,0,2,1,1.0,3.0,1
27.0,3,0,3.45,2,2,2,0,1,5.0,2.0,1
26.0,0,0,3.6,0,2,0,2,2,2.0,4.0,0
20.0,4,1,3.22,0,2,0,0,1,2.0,3.0,0
27.0,2,0,3.28,1,1,0,2,1,1.0,3.0,1
21.0,3,1,4.0,0,2,0,2,1,1.0,2.0,0
21.0,5,0,3.36,0,0,0,2,1,2.0,3.0,1
26.0,0,0,3.51,1,2,2,0,1,2.0,4.0,1
22.0,3,1,3.32,0,1,2,0,1,2.0,3.0,0
19.0,3,1,3.45,1,2,0,0,1,2.0,4.0,0
26.0,3,1,3.52,0,1,2,2,1,4.0,2.0,0
21.0,2,1,3.28,2,2,1,2,1,2.0,2.0,1
19.0,5,0,4.0,2,2,0,1,1,2.0,2.0,0
20.0,3,1,3.64,1,2,2,0,1,4.0,2.0,1
28.0,2,0,3.32,0,0,2,0,2,2.0,3.0,0
20.0,2,1,3.66,1,2,0,0,1,4.0,3.0,0
20.0,4,0,3.69,1,2,1,2,1,3.0,3.0,1
26.0,5,1,2.79,0,2,0,2,1,2.0,2.0,1
22.0,4,1,3.33,0,2,0,0,1,2.0,3.0,1
30.0,0,0,3.45,1,1,0,2,1,2.0,2.0,1
27.0,3,0,3.7,1,1,0,2,0,1.0,2.0,1
20.0,4,0,2.99,0,1,1,2,0,3.0,3.0,1
28.0,2,0,3.48,0,2,0,1,2,5.0,4.0,1
18.0,4,1,3.63,1,1,1,0,2,5.0,3.0,1
25.0,1,1,3.75,0,0,0,1,1,2.0,2.0,0
20.0,3,0,4.0,1,2,0,1,1,3.0,3.0,1
27.0,2,0,3.75,1,2,0,2,1,1.0,2.0,1
21.0,0,1,3.78,1,2,0,2,1,2.0,2.0,0
25.0,3,1,3.81,1,1,0,0,1,4.0,3.0,1
28.0,3,1,3.34,0,0,2,1,1,4.0,4.0,0
20.0,2,0,3.74,2,1,1,2,1,4.0,3.0,0
26.0,2,0,3.3,2,2,0,0,1,1.0,3.0,1
28.0,4,0,3.44,0,2,0,2,1,2.0,2.0,0
26.0,4,0,3.89,1,0,1,0,1,2.0,5.0,1
20.0,4,1,3.28,1,2,0,1,1,3.0,2.0,0
28.0,0,0,3.07,0,1,0,2,1,2.0,2.0,0
20.0,5,0,3.72,0,0,2,0,1,1.0,2.0,0
24.0,4,1,3.53,2,2,1,0,1,2.0,3.0,1
25.0,5,0,4.0,1,2,1,0,1,5.0,2.0,1
19.0,4,0,3.53,1,2,0,0,1,5.0,2.0,0
23.0,1,0,3.35,1,2,2,1,1,2.0,3.0,0
19.0,4,1,2.86,0,1,0,2,1,3.0,3.0,1
22.0,0,1,3.53,0,1,2,0,2,1.0,2.0,1
21.0,3,0,3.34,1,0,0,0,0,2.0,3.0,0
23.0,2,1,3.52,0,2,2,2,1,2.0,3.0,0
21.0,1,0,3.8,1,2,0,0,1,3.0,3.0,1
29.0,4,1,3.65,1,2,1,2,1,2.0,4.0,1
25.0,1,1,3.12,1,2,2,2,2,2.0,2.0,1
22.0,2,1,3.4,1,2,0,1,1,2.0,3.0,1
20.0,4,0,3.94,2,2,0,2,1,2.0,2.0,1
27.0,5,0,3.34,0,2,1,2,1,2.0,2.0,0
24.0,2,0,3.34,1,1,1,2,1,4.0,2.0,1
24.0,4,0,3.97,2,2,1,2,1,1.0,3.0,0
19.0,3,1,3.16,0,1,0,2,1,1.0,2.0,1
22.0,4,0,3.34,1,1,0,1,1,2.0,4.0,0
28.0,3,0,3.31,1,2,0,2,1,3.0,3.0,1
21.0,3,0,3.84,2,1,2,2,1,2.0,3.0,1
24.0,2,0,3.45,1,1,0,0,1,4.0,3.0,0
26.0,0,1,3.84,0,1,0,2,1,2.0,1.0,0
26.0,5,1,3.88,0,1,0,2,1,5.0,1.0,1
25.0,3,1,3.45,0,1,2,1,1,3.0,3.0,1
23.0,1,1,3.96,0,0,2,2,1,4.0,2.0,1
25.0,0,0,3.67,0,0,0,0,2,5.0,2.0,1
19.0,4,1,3.49,0,2,0,2,1,2.0,4.0,1
22.0,1,0,3.12,1,1,0,2,1,2.0,3.0,0
27.0,2,1,3.21,0,0,0,1,0,2.0,2.0,0
26.0,3,0,3.45,0,1,2,2,2,3.0,2.0,1
22.0,4,1,3.66,1,2,0,0,1,1.0,3.0,0
26.0,4,1,3.34,1,1,1,0,1,1.0,3.0,0
26.0,3,1,4.0,2,2,0,0,1,1.0,2.0,0
29.0,3,1,3.72,1,2,1,1,1,2.0,3.0,1
24.0,1,0,3.92,1,1,2,2,1,1.0,3.0,0
23.0,5,1,3.75,1,0,0,0,1,5.0,2.0,1
20.0,2,1,3.91,1,1,1,2,1,2.0,2.0,0
25.0,2,0,2.86,1,0,1,0,1,1.0,3.0,1
22.0,4,1,4.0,1,2,0,0,0,5.0,3.0,0
23.0,3,0,3.51,0,2,2,0,1,2.0,2.0,1
25.0,0,0,3.52,0,1,0,1,1,2.0,3.0,1
25.0,2,1,3.11,2,1,1,2,2,2.0,3.0,0
22.0,0,0,3.74,2,1,0,2,2,1.0,3.0,1
24.0,4,0,3.36,1,2,0,0,2,1.0,3.0,1
18.0,2,0,3.19,0,0,0,0,1,2.0,2.0,1
21.0,2,0,2.94,1,2,0,2,1,2.0,2.0,1
26.0,4,0,3.62,2,2,0,2,1,3.0,3.0,1
28.0,0,0,3.32,1,2,2,2,1,3.0,4.0,1
26.0,3,0,3.54,0,2,2,2,1,2.0,3.0,1
22.0,0,0,3.77,0,0,0,1,1,2.0,3.0,1
27.0,4,1,4.0,0,2,1,2,1,2.0,3.0,0
27.0,3,0,3.44,0,1,0,1,0,5.0,3.0,0
29.0,1,1,3.63,1,2,0,2,1,5.0,3.0,1
32.0,2,0,3.16,1,1,0,2,1,2.0,2.0,1
22.0,4,1,3.76,1,0,0,2,1,1.0,2.0,0
19.0,5,1,3.17,2,1,0,0,1,4.0,3.0,0
30.0,4,0,3.6,0,2,1,0,1,5.0,1.0,0
27.0,3,1,3.25,1,0,0,1,1,5.0,4.0,1
23.0,4,1,3.54,0,2,0,0,1,4.0,3.0,0
19.0,0,0,3.76,1,2,1,2,1,3.0,2.0,1
21.0,1,0,3.85,0,1,0,2,1,2.0,5.0,1
23.0,4,1,3.99,1,2,0,2,1,2.0,3.0,0
26.0,2,1,3.01,1,2,0,1,2,2.0,4.0,1
22.0,0,1,3.24,1,2,1,1,1,2.0,4.0,1
21.0,4,1,3.42,1,1,2,0,0,5.0,2.0,1
21.0,0,0,2.98,1,0,0,2,1,1.0,3.0,1
27.0,4,1,3.37,2,2,1,2,1,3.0,2.0,0
28.0,4,0,3.63,1,2,0,1,1,2.0,3.0,0
20.0,4,0,2.97,1,1,0,2,1,5.0,2.0,1
26.0,0,0,3.78,0,1,0,2,1,2.0,2.0,1
23.0,1,1,3.28,0,1,0,2,1,2.0,3.0,0
19.0,4,0,3.55,1,0,1,2,1,2.0,2.0,1
21.0,2,1,3.43,0,2,0,0,1,5.0,2.0,0
22.0,4,1,3.36,0,2,0,1,0,4.0,3.0,1
24.0,2,1,3.39,1,2,0,2,0,2.0,2.0,1
21.0,0,0,3.9,1,1,0,0,1,5.0,2.0,0
18.0,2,0,3.28,1,2,0,2,1,5.0,2.0,0
24.0,4,0,3.78,0,2,2,2,1,2.0,3.0,0
27.0,4,1,3.29,1,2,2,1,0,5.0,2.0,0
19.0,4,0,3.85,1,2,0,0,2,1.0,4.0,1
23.0,2,0,3.82,0,1,2,2,1,3.0,2.0,0
21.0,1,1,3.71,1,0,0,0,1,3.0,2.0,1
27.0,4,0,3.45,0,1,0,0,1,1.0,3.0,0
21.0,1,0,3.18,0,2,1,2,1,2.0,4.0,0
19.0,1,0,3.67,0,1,1,1,1,3.0,4.0,1
23.0,4,0,3.33,2,2,0,1,1,3.0,2.0,0
18.0,2,0,3.16,0,2,0,2,1,1.0,3.0,0
18.0,4,1,3.41,0,0,0,2,1,2.0,3.0,0
26.0,2,0,3.68,1,2,2,2,1,3.0,2.0,0
18.0,4,0,3.68,1,1,2,2,1,2.0,3.0,1
30.0,3,1,3.5,0,2,0,2,1,2.0,3.0,1
24.0,3,1,3.65,1,1,0,2,1,2.0,2.0,0
32.0,1,0,3.42,1,1,1,0,1,2.0,2.0,0
25.0,5,1,3.58,0,1,0,0,1,2.0,2.0,0
22.0,3,1,3.29,0,2,0,2,2,3.0,2.0,1
